Static_Library_Name,Item_Category,Number_of_Issues,Number_of_Renewals,Total,Year
Chichester Library,Junior Non-fiction Spoken Word,6,3,9,2020
Chichester Library,Music CD,1,23,24,2020
Chichester Library,Reading Development,121,57,178,2020
Chichester Library,Reading Group,189,130,319,2020
Chichester Library,Reference Non-borrowable,3,1,4,2020
Chichester Library,Teenage Fiction,125,71,196,2020
Chichester Library,Teenage Non-fiction,25,19,44,2020
Cloughfern Library,Adult Fiction,3443,1513,4956,2020
Cloughfern Library,Adult Fiction Large Print,409,118,527,2020
Cloughfern Library,Adult Fiction Spoken Word,157,108,265,2020
Cloughfern Library,Adult Non-fiction,422,839,1261,2020
Cloughfern Library,Adult Non-fiction Large Print,,1,1,2020
Cloughfern Library,Adult Non-fiction Spoken Word,4,1,5,2020
Cloughfern Library,Adult Reference,,6,6,2020
Cloughfern Library,Chatterbooks,2,,2,2020
Cloughfern Library,Curriculum Support Collection,26,26,52,2020
Cloughfern Library,Junior Fiction,4464,1319,5783,2020
Cloughfern Library,Junior Fiction Spoken Word,11,7,18,2020
Cloughfern Library,Junior Language Pack,1,7,8,2020
Cloughfern Library,Junior Non-fiction,562,246,808,2020
Cloughfern Library,Junior Non-fiction Spoken Word,1,,1,2020
Cloughfern Library,Music CD,,9,9,2020
Cloughfern Library,Reading Development,3,4,7,2020
Cloughfern Library,Reading Group,50,7,57,2020
Cloughfern Library,Teenage Fiction,65,35,100,2020
Cloughfern Library,Teenage Non-fiction,8,8,16,2020
Coalisland Library,Adult Fiction,3994,1733,5727,2020
Coalisland Library,Adult Fiction Large Print,519,62,581,2020
Coalisland Library,Adult Fiction Spoken Word,94,69,163,2020
Coalisland Library,Adult Non-fiction,1014,739,1753,2020
Coalisland Library,Adult Non-fiction Large Print,5,2,7,2020
Coalisland Library,Adult Non-fiction Spoken Word,5,7,12,2020
Coalisland Library,Chatterbooks,23,17,40,2020
Coalisland Library,Curriculum Support Collection,37,19,56,2020
Coalisland Library,Junior Fiction,13412,3356,16768,2020
Coalisland Library,Junior Fiction Large Print,7,2,9,2020
Coalisland Library,Junior Fiction Spoken Word,3,,3,2020
Coalisland Library,Junior Language Pack,1,2,3,2020
Coalisland Library,Junior Non-fiction,2005,622,2627,2020
Coalisland Library,Junior Non-fiction Spoken Word,3,2,5,2020
Coalisland Library,Music CD,1,1,2,2020
Coalisland Library,Reading Development,7,1,8,2020
Coalisland Library,Reading Group,164,62,226,2020
Coalisland Library,Reference Non-borrowable,30,17,47,2020
Coalisland Library,Teenage Fiction,116,71,187,2020
Coalisland Library,Teenage Non-fiction,29,14,43,2020
Coalisland Library,Uncategorised,1,1,2,2020
Coleraine Library,Adult Fiction,13027,5365,18392,2020
Coleraine Library,Adult Fiction Large Print,1162,288,1450,2020
Coleraine Library,Adult Fiction Spoken Word,288,385,673,2020
Coleraine Library,Adult Non-fiction,1881,2812,4693,2020
Coleraine Library,Adult Non-fiction Large Print,20,7,27,2020
Coleraine Library,Adult Non-fiction Spoken Word,8,13,21,2020
Coleraine Library,Adult Reference,5,14,19,2020
Coleraine Library,Chatterbooks,1,6,7,2020
Coleraine Library,Curriculum Support Collection,11,78,89,2020
Coleraine Library,Junior Fiction,14301,5672,19973,2020
Coleraine Library,Junior Fiction Large Print,13,13,26,2020
Coleraine Library,Junior Fiction Spoken Word,16,10,26,2020
Coleraine Library,Junior Language Pack,10,48,58,2020
Coleraine Library,Junior Non-fiction,1184,741,1925,2020
Coleraine Library,Junior Non-fiction Spoken Word,1,3,4,2020
Coleraine Library,Language Course ,,2,2,2020
Coleraine Library,Music CD,,8,8,2020
Coleraine Library,Reading Development,38,25,63,2020
Coleraine Library,Reading Group,218,111,329,2020
Coleraine Library,Reference Non-borrowable,1,2,3,2020
Coleraine Library,Teenage Fiction,69,154,223,2020
Coleraine Library,Teenage Non-fiction,7,17,24,2020
Coleraine Library,Uncategorised,,1,1,2020
Colin Glen Library,Adult Fiction,4844,2806,7650,2020
Colin Glen Library,Adult Fiction Large Print,486,343,829,2020
Colin Glen Library,Adult Fiction Spoken Word,303,80,383,2020
Colin Glen Library,Adult Non-fiction,1131,1466,2597,2020
Colin Glen Library,Adult Non-fiction Large Print,8,3,11,2020
Colin Glen Library,Adult Non-fiction Spoken Word,16,13,29,2020
Colin Glen Library,Adult Reference,1,2,3,2020
Colin Glen Library,Curriculum Support Collection,19,57,76,2020
Colin Glen Library,DVD Exempt,,2,2,2020
Colin Glen Library,Junior Fiction,8619,2407,11026,2020
Colin Glen Library,Junior Fiction Large Print,8,2,10,2020
Colin Glen Library,Junior Fiction Spoken Word,10,2,12,2020
Colin Glen Library,Junior Language Pack,9,28,37,2020
Colin Glen Library,Junior Non-fiction,945,655,1600,2020
Colin Glen Library,Music CD,,11,11,2020
Colin Glen Library,Reading Development,17,15,32,2020
Colin Glen Library,Reading Group,83,41,124,2020
Colin Glen Library,Reference Non-borrowable,17,13,30,2020
Colin Glen Library,Teenage Fiction,69,47,116,2020
Colin Glen Library,Teenage Non-fiction,22,10,32,2020
Colin Glen Library,Uncategorised,1,1,2,2020
Comber Library,Adult Fiction,10161,4322,14483,2020
Comber Library,Adult Fiction Large Print,537,143,680,2020
Comber Library,Adult Fiction Spoken Word,612,245,857,2020
Comber Library,Adult Non-fiction,1681,1500,3181,2020
Comber Library,Adult Non-fiction Large Print,11,2,13,2020
Comber Library,Adult Non-fiction Spoken Word,18,6,24,2020
Comber Library,Adult Reference,3,2,5,2020
Comber Library,Chatterbooks,5,5,10,2020
Comber Library,Curriculum Support Collection,12,25,37,2020
Comber Library,Junior Fiction,12487,4067,16554,2020
Comber Library,Junior Fiction Large Print,3,7,10,2020
Comber Library,Junior Fiction Spoken Word,20,20,40,2020
Comber Library,Junior Language Pack,8,6,14,2020
Comber Library,Junior Non-fiction,1930,652,2582,2020
Comber Library,Junior Non-fiction Spoken Word,3,3,6,2020
Comber Library,Music CD,1,,1,2020
Comber Library,Reading Development,14,8,22,2020
Comber Library,Reading Group,164,139,303,2020
Comber Library,Reference Non-borrowable,1,8,9,2020
Comber Library,Teenage Fiction,136,143,279,2020
Comber Library,Teenage Non-fiction,27,21,48,2020
Comber Library,Uncategorised,2,,2,2020
Cookstown Library,Adult Fiction,13611,7457,21068,2020
Cookstown Library,Adult Fiction Large Print,897,413,1310,2020
Cookstown Library,Adult Fiction Spoken Word,208,102,310,2020
Cookstown Library,Adult Non-fiction,3348,3176,6524,2020
Cookstown Library,Adult Non-fiction Large Print,23,13,36,2020
Cookstown Library,Adult Non-fiction Spoken Word,31,16,47,2020
Cookstown Library,Adult Reference,2,3,5,2020
Cookstown Library,Chatterbooks,1,,1,2020
Cookstown Library,Curriculum Support Collection,188,410,598,2020
Cookstown Library,DVD Exempt,1,,1,2020
Cookstown Library,Junior Fiction,30421,8371,38792,2020
Cookstown Library,Junior Fiction Large Print,33,17,50,2020
Cookstown Library,Junior Fiction Spoken Word,21,16,37,2020
Cookstown Library,Junior Language Pack,12,22,34,2020
Cookstown Library,Junior Non-fiction,4004,1681,5685,2020
Cookstown Library,Junior Non-fiction Spoken Word,4,1,5,2020
Cookstown Library,Music CD,6,15,21,2020
Cookstown Library,Reading Development,77,55,132,2020
Cookstown Library,Reading Group,49,24,73,2020
Cookstown Library,Reference Non-borrowable,5,,5,2020
Cookstown Library,Teenage Fiction,557,295,852,2020
Cookstown Library,Teenage Non-fiction,67,29,96,2020
Cookstown Library,Uncategorised,1,,1,2020
Cregagh Library,Adult Fiction,8778,3615,12393,2020
Cregagh Library,Adult Fiction Large Print,750,186,936,2020
Cregagh Library,Adult Fiction Spoken Word,425,245,670,2020
Cregagh Library,Adult Non-fiction,2150,1962,4112,2020
Cregagh Library,Adult Non-fiction Large Print,24,13,37,2020
Cregagh Library,Adult Non-fiction Spoken Word,15,8,23,2020
Cregagh Library,Adult Reference,2,6,8,2020
Cregagh Library,Curriculum Support Collection,33,31,64,2020
Cregagh Library,Junior Fiction,17539,4932,22471,2020
Cregagh Library,Junior Fiction Large Print,15,8,23,2020
Cregagh Library,Junior Fiction Spoken Word,4,6,10,2020
Cregagh Library,Junior Language Pack,3,14,17,2020
Cregagh Library,Junior Non-fiction,1911,789,2700,2020
Cregagh Library,Junior Non-fiction Spoken Word,2,,2,2020
Cregagh Library,Music CD,4,8,12,2020
Cregagh Library,Reading Development,45,18,63,2020
Cregagh Library,Reading Group,140,25,165,2020
Cregagh Library,Reference Non-borrowable,5,,5,2020
Cregagh Library,Teenage Fiction,177,77,254,2020
Cregagh Library,Teenage Non-fiction,24,10,34,2020
Cregagh Library,Uncategorised,3,,3,2020
Creggan Library,Adult Fiction,2464,1721,4185,2020
Creggan Library,Adult Fiction Large Print,151,246,397,2020
Creggan Library,Adult Fiction Spoken Word,16,7,23,2020
Creggan Library,Adult Non-fiction,448,343,791,2020
Creggan Library,Adult Non-fiction Large Print,3,3,6,2020
Creggan Library,Adult Non-fiction Spoken Word,4,,4,2020
Creggan Library,Chatterbooks,,1,1,2020
Creggan Library,Curriculum Support Collection,12,17,29,2020
Creggan Library,Junior Fiction,6566,1412,7978,2020
Creggan Library,Junior Fiction Large Print,8,,8,2020
Creggan Library,Junior Fiction Spoken Word,1,,1,2020
Creggan Library,Junior Language Pack,2,3,5,2020
Creggan Library,Junior Non-fiction,446,130,576,2020
Creggan Library,Reading Development,4,2,6,2020
Creggan Library,Teenage Fiction,49,14,63,2020
Creggan Library,Teenage Non-fiction,6,3,9,2020
Creggan Library,Uncategorised,1,1,2,2020
Crossmaglen Library,Adult Fiction,2810,1339,4149,2020
Crossmaglen Library,Adult Fiction Large Print,293,102,395,2020
Crossmaglen Library,Adult Fiction Spoken Word,45,8,53,2020
Crossmaglen Library,Adult Non-fiction,504,426,930,2020
Crossmaglen Library,Adult Non-fiction Large Print,3,,3,2020
Crossmaglen Library,Adult Non-fiction Spoken Word,1,,1,2020
Crossmaglen Library,Curriculum Support Collection,9,9,18,2020
Crossmaglen Library,Junior Fiction,11182,2699,13881,2020
Crossmaglen Library,Junior Fiction Spoken Word,11,16,27,2020
Crossmaglen Library,Junior Language Pack,1,9,10,2020
Crossmaglen Library,Junior Non-fiction,781,415,1196,2020
Crossmaglen Library,Junior Non-fiction Spoken Word,4,3,7,2020
Crossmaglen Library,Reading Development,9,7,16,2020
Crossmaglen Library,Reading Group,20,2,22,2020
Crossmaglen Library,Teenage Fiction,94,45,139,2020
Crossmaglen Library,Teenage Non-fiction,36,14,50,2020
Crumlin Library,Adult Fiction,3128,1751,4879,2020
Crumlin Library,Adult Fiction Large Print,448,84,532,2020
Crumlin Library,Adult Fiction Spoken Word,14,40,54,2020
Crumlin Library,Adult Non-fiction,724,848,1572,2020
Crumlin Library,Adult Non-fiction Large Print,8,4,12,2020
Crumlin Library,Adult Non-fiction Spoken Word,,4,4,2020
Crumlin Library,Adult Reference,2,,2,2020
Crumlin Library,Chatterbooks,,5,5,2020
Crumlin Library,Curriculum Support Collection,32,71,103,2020
Crumlin Library,Junior Fiction,7839,2920,10759,2020
Crumlin Library,Junior Fiction Large Print,5,2,7,2020
Crumlin Library,Junior Fiction Spoken Word,4,2,6,2020
Crumlin Library,Junior Language Pack,2,3,5,2020
Crumlin Library,Junior Non-fiction,1288,632,1920,2020
Crumlin Library,Language Course ,1,1,2,2020
Crumlin Library,Music CD,1,2,3,2020
Crumlin Library,Reading Development,8,12,20,2020
Crumlin Library,Reading Group,169,36,205,2020
Crumlin Library,Reference Non-borrowable,2,1,3,2020
Crumlin Library,Teenage Fiction,85,43,128,2020
Crumlin Library,Teenage Non-fiction,19,21,40,2020
Cushendall Library,Adult Fiction,4065,2322,6387,2020
Cushendall Library,Adult Fiction Large Print,327,126,453,2020
Cushendall Library,Adult Fiction Spoken Word,93,89,182,2020
Cushendall Library,Adult Non-fiction,883,824,1707,2020
Cushendall Library,Adult Non-fiction Large Print,11,15,26,2020
Cushendall Library,Adult Non-fiction Spoken Word,,13,13,2020
Cushendall Library,Adult Reference,4,3,7,2020
Cushendall Library,Chatterbooks,8,4,12,2020
Cushendall Library,Curriculum Support Collection,12,18,30,2020
Cushendall Library,Junior Fiction,5934,2290,8224,2020
Cushendall Library,Junior Fiction Large Print,4,2,6,2020
Cushendall Library,Junior Fiction Spoken Word,15,8,23,2020
Cushendall Library,Junior Language Pack,11,26,37,2020
Cushendall Library,Junior Non-fiction,544,309,853,2020
Cushendall Library,Junior Non-fiction Spoken Word,2,1,3,2020
Cushendall Library,Reading Development,5,,5,2020
Cushendall Library,Reading Group,37,16,53,2020
Cushendall Library,Teenage Fiction,86,39,125,2020
Cushendall Library,Teenage Non-fiction,27,33,60,2020
Cushendall Library,Uncategorised,1,,1,2020
Derry Central Library,Adult Fiction,19206,9204,28410,2020
Derry Central Library,Adult Fiction Large Print,1407,462,1869,2020
Derry Central Library,Adult Fiction Spoken Word,606,411,1017,2020
Derry Central Library,Adult Non-fiction,8215,6842,15057,2020
Derry Central Library,Adult Non-fiction Large Print,29,5,34,2020
Derry Central Library,Adult Non-fiction Spoken Word,46,45,91,2020
Derry Central Library,Adult Reference,35,72,107,2020
Derry Central Library,Curriculum Support Collection,133,126,259,2020
Derry Central Library,Junior Fiction,14696,4454,19150,2020
Derry Central Library,Junior Fiction Large Print,57,8,65,2020
Derry Central Library,Junior Fiction Spoken Word,93,27,120,2020
Derry Central Library,Junior Language Pack,92,91,183,2020
Derry Central Library,Junior Non-fiction,1459,610,2069,2020
Derry Central Library,Junior Non-fiction Large Print,7,,7,2020
Derry Central Library,Junior Non-fiction Spoken Word,7,3,10,2020
Derry Central Library,Junior Reference,,2,2,2020
Derry Central Library,Music CD,3,,3,2020
Derry Central Library,Reading Development,71,44,115,2020
Derry Central Library,Reading Group,273,199,472,2020
Derry Central Library,Reference Non-borrowable,14,5,19,2020
Derry Central Library,Teenage Fiction,374,213,587,2020
Derry Central Library,Teenage Non-fiction,27,30,57,2020
Derry Central Library,Uncategorised,2,5,7,2020
Donaghadee Library,Adult Fiction,9994,4319,14313,2020
Donaghadee Library,Adult Fiction Large Print,1618,547,2165,2020
Donaghadee Library,Adult Fiction Spoken Word,935,429,1364,2020
Donaghadee Library,Adult Non-fiction,2465,1683,4148,2020
Donaghadee Library,Adult Non-fiction Large Print,22,6,28,2020
Donaghadee Library,Adult Non-fiction Spoken Word,12,9,21,2020
Donaghadee Library,Adult Reference,10,1,11,2020
Donaghadee Library,Curriculum Support Collection,24,3,27,2020
Donaghadee Library,DVD U,1,,1,2020
Donaghadee Library,Junior Fiction,13819,3494,17313,2020
Donaghadee Library,Junior Fiction Large Print,4,,4,2020
Donaghadee Library,Junior Fiction Spoken Word,40,17,57,2020
Donaghadee Library,Junior Language Pack,27,82,109,2020
Donaghadee Library,Junior Non-fiction,1981,535,2516,2020
Donaghadee Library,Junior Non-fiction Spoken Word,2,3,5,2020
Donaghadee Library,Junior Reference,5,1,6,2020
Donaghadee Library,Music Cassette,1,,1,2020
Donaghadee Library,Music CD,3,11,14,2020
Donaghadee Library,Reading Development,17,17,34,2020
Donaghadee Library,Reading Group,117,159,276,2020
Donaghadee Library,Reference Non-borrowable,5,,5,2020
Donaghadee Library,Teenage Fiction,161,125,286,2020
Donaghadee Library,Teenage Non-fiction,32,65,97,2020
Donaghadee Library,Uncategorised,1,,1,2020
Downpatrick Library,Adult Fiction,14594,6244,20838,2020
Downpatrick Library,Adult Fiction Large Print,1410,395,1805,2020
Downpatrick Library,Adult Fiction Spoken Word,992,389,1381,2020
Downpatrick Library,Adult Non-fiction,2613,2539,5152,2020
Downpatrick Library,Adult Non-fiction Large Print,25,13,38,2020
Downpatrick Library,Adult Non-fiction Spoken Word,33,20,53,2020
Downpatrick Library,Adult Reference,5,5,10,2020
Downpatrick Library,Chatterbooks,1,,1,2020
Downpatrick Library,Curriculum Support Collection,197,261,458,2020
Downpatrick Library,DVD 12,1,,1,2020
Downpatrick Library,DVD 15,2,,2,2020
Downpatrick Library,DVD PG,1,,1,2020
Downpatrick Library,DVD U,1,,1,2020
Downpatrick Library,Junior Fiction,23716,8013,31729,2020
Downpatrick Library,Junior Fiction Large Print,25,28,53,2020
Downpatrick Library,Junior Fiction Spoken Word,62,40,102,2020
Downpatrick Library,Junior Language Pack,45,40,85,2020
Downpatrick Library,Junior Non-fiction,3049,1468,4517,2020
Downpatrick Library,Junior Non-fiction Spoken Word,3,3,6,2020
Downpatrick Library,Language Course ,,1,1,2020
Downpatrick Library,Music CD,1,3,4,2020
Downpatrick Library,Reading Development,111,43,154,2020
Downpatrick Library,Reading Group,52,20,72,2020
Downpatrick Library,Reference Non-borrowable,24,9,33,2020
Downpatrick Library,Teenage Fiction,260,192,452,2020
Downpatrick Library,Teenage Non-fiction,33,25,58,2020
Downpatrick Library,Uncategorised,2,,2,2020
Draperstown Library,Adult Fiction,2578,1365,3943,2020
Draperstown Library,Adult Fiction Large Print,336,55,391,2020
Draperstown Library,Adult Fiction Spoken Word,30,45,75,2020
Draperstown Library,Adult Non-fiction,572,537,1109,2020
Draperstown Library,Adult Non-fiction Large Print,5,,5,2020
Draperstown Library,Adult Non-fiction Spoken Word,4,3,7,2020
Draperstown Library,Adult Reference,2,,2,2020
Draperstown Library,Chatterbooks,1,6,7,2020
Draperstown Library,Curriculum Support Collection,5,7,12,2020
Draperstown Library,Junior Fiction,9331,1744,11075,2020
Draperstown Library,Junior Fiction Large Print,2,,2,2020
Draperstown Library,Junior Language Pack,3,7,10,2020
Draperstown Library,Junior Non-fiction,778,151,929,2020
Draperstown Library,Junior Reference,,2,2,2020
Draperstown Library,Reading Development,10,6,16,2020
Draperstown Library,Reading Group,1,2,3,2020
Draperstown Library,Reference Non-borrowable,1,1,2,2020
Draperstown Library,Teenage Fiction,37,14,51,2020
Draperstown Library,Teenage Non-fiction,32,32,64,2020
Draperstown Library,Uncategorised,,1,1,2020
Dromore Library,Adult Fiction,5454,2339,7793,2020
Dromore Library,Adult Fiction Large Print,308,77,385,2020
Dromore Library,Adult Fiction Spoken Word,148,169,317,2020
Dromore Library,Adult Non-fiction,817,868,1685,2020
Dromore Library,Adult Non-fiction Large Print,3,,3,2020
Dromore Library,Adult Non-fiction Spoken Word,18,23,41,2020
Dromore Library,Curriculum Support Collection,60,97,157,2020
Dromore Library,Junior Fiction,15361,3491,18852,2020
