BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Title,Variant titles,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
15307038,Monograph,Language material ; Text,Volume,GBA966647,,9780199541898,"Brontë, Emily",1818-1848,person,author,"Jack, Ian, 1923-2008, editor [person] ; Small, Helen, writer [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Oxford world's classics,,England,Oxford,Oxford University Press,2009,,"xxxi, 341 pages, 20 cm",823.8,H.2012/.8894,Revenge--Fiction ; Triangles (Interpersonal relations)--Fiction ; Yorkshire (England)--Fiction,Fiction ; Romance fiction,English,,
15323250,Monograph,Language material ; Text,Volume,GBB077116,,9781844715572,"Brontë, Emily",1818-1848,person,author,"Emery, Chris, editor [person] ; Brontë, Emily, 1818-1848, author [person]",The visionary and other poems,Poems. Selections,Salt pocket classic,,England,Cambridge,Salt Pub,2009,,"74 pages, 16 cm",821.8,YK.2010.a.14576,,,English,,
15335054,Monograph,Language material ; Text,Volume,GBB187450,,9780955881855,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering heights,,,,England,London,White's,2009,White's fine edition,"360 pages, 25 cm",823.8,Nov.2011/945,,,English,,
15341227,Monograph,Language material ; Text,Volume,GBA976280,,9780143105435,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Penguin classics deluxe edition,,England,London,Penguin,2009,,"344 pages, 20 cm",823.8,H.2010/.5762,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
15349885,Monograph,Language material ; Text,Volume,,,9781906814236,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering heights,,Classics illustrated,number 10 [Classics illustrated],England,Thatcham,Classic Comic Store,2009,,"48 pages, illustrations, fullystrated, 25 x 17 cm",,,,,English,paperback,
15362496,Monograph,Language material ; Text,Volume,GBA987547,,9780141040356,"Brontë, Emily",1818-1848,person,,"Nestor, Pauline [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,,,England,London,Penguin,2008,,"liv, 353 pages, 20 cm",823.8,,Heathcliff (Fictitious character : Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction,Fiction,English,,
15398206,Monograph,Language material ; Text,Volume,GBA9A2879,,9780573114953,"De Angelis, April",,person,author,"De Angelis, April, author [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights : a play,Wuthering Heights,,,England,London,Samuel French,2009,,"80 pages, 22 cm",822.914,YC.2010.a.15070,"Heathcliff, (Fictitious character from Brontë)--Drama ; Yorkshire (England)--Social conditions--19th century--Drama",Drama,English,,
15413695,Monograph,Language material ; Text,Volume,GBA9A7800,,9781846798320,"Dooley, Jenny",,person,,"Dooley, Jenny [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights. Teacher's book,Wuthering Heights,Classic readers,,England,Newbury,Express,2009,,"126 pages, illustrations, 21 cm",,YKL.2022.a.36463,"Brontë, Emily, 1818-1848--Criticism, Textual--Juvenile literature ; Yorkshire (England)--Social life and customs--Juvenile fiction ; Brontë, Emily, 1818-1848--Problems, exercises, etc--Juvenile literature",Children's fiction ; Children's literature,English,,
15438271,Monograph,Language material ; Text,Volume,GBA9B9867,,9781903007037,"Ruijssenaars, Eric",,person,author,"Brontë Society [organisation] ; Ruijssenaars, Eric, author [person]",Charlotte Bronte's promised land : the Pensionnat Heger and other Bronte places in Brussels,,,,England,Keighley,Bronte Society,2000,,"x, 101 pages, illustrations, maps, 25 cm",823.8093249332,YK.2010.a.6305,"Brussels (Belgium)--Intellectual life--19th century ; Brontë, Charlotte, 1816-1855--Homes and haunts--Belgium--Brussels ; English--Belgium--Brussels--History--19th century ; Brontë, Emily, 1818-1848--Homes and haunts--Belgium--Brussels",,English,,
15455389,Monograph,Language material ; Text,Volume,GBB002128,,9780754822240,"Brontë, Charlotte",1816-1855,person,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person]",Jane Eyre,Wuthering Heights,Classic library,,England,London,Lorenz,2010,,"1 volume, colour illustrations, 24 cm",823.8,,"England--Social life and customs--Juvenile fiction ; Foundlings--Juvenile fiction ; Triangles (Interpersonal relations)--Juvenile fiction ; Eyre, Jane (Fictitious character)--Juvenile fiction ; Children's stories, English ; Heathcliff, (Fictitious character from Brontë)--Juvenile fiction ; Rejection (Psychology)--Juvenile fiction ; Governesses--England--Juvenile fiction",Children's fiction,English,,
15468893,Monograph,Language material ; Text,Volume,GBB007498,,9781847064561 ; 9781847064578,"Brinton, Ian",,person,author,"Brinton, Ian, author [person]",Bronte's Wuthering Heights : a reader's guide,,Continuum reader's guides,,England,London,Continuum,2010,,"volumes, 151 pages, 23 cm",823.8,YC.2012.a.9041,"Brontë, Emily, 1818-1848",,English,,
15489771,Monograph,Language material ; Text,Volume,GBB028208,,9780956266842,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Pocket classics,,England,London,White's,2010,,"xi, 364 pages, 19 cm",823.8,Nov.2011/1098,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
15499261,Monograph,Language material ; Text,Volume,GBB032988,,9780143105831,,,,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",The Brontë sisters : three novels,Agnes Grey ; Jane Eyre ; Wuthering Heights,,,England,London,Penguin,2009,,"652 pages, 24 cm",823.808,H.2011/.7595,English fiction--19th century ; English fiction--England--Yorkshire ; Yorkshire (England)--Fiction ; English fiction--Women authors,,English,,
15500194,Monograph,Language material ; Text,Volume,GBB033920,,9781444116205,"Green, Andrew",,person,author,"Green, Andrew, author [person]","Wuthering Heights, Emily Brontë",,Philip Allan literature guide for A-level,,England,Deddington,Philip Allan,2010,,"94 pages, illustrations, portraits, 25 cm",823.8,YK.2014.a.1388,"Brontë, Emily, 1818-1848",,English,,
15503202,Monograph,Language material ; Text,Volume,GBB1D0287,,9781907439025,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,Norwich,Samphire Press,2010,,"258 pages, 20 cm",823.8,H.2011/.9212,Foundlings--Fiction ; Yorkshire (England)--Social life and customs--Fiction ; Rejection (Psychology)--Fiction ; Rural families--Fiction ; Triangles (Interpersonal relations)--Fiction,Fiction,English,,
15511780,Monograph,Language material ; Text,Volume,GBB040303,,9781848684065,"Chitham, Edward",,person,author,"Chitham, Edward, author [person]",A life of Emily Brontë,,,,England,Stroud,Amberley,2010,Revised edition,"287 pages, illustrations, 24 cm",823.8,YC.2012.a.7787,"Women novelists, English--19th century--Biography ; Novelists, English--19th century--Biography ; Brontë, Emily, 1818-1848",Biography,English,"Orginally published: Oxford : Blackwell, 1987",
15523447,Monograph,Language material ; Text,Volume,GBB047274,,9780143115977,"Kohler, Sheila",,person,,"Kohler, Sheila [person]",Becoming Jane Eyre,,,,England ; United States of America,London ; New York,Penguin ; Turnaround,2009,,1 volume,823.914,,"Brontë, Emily, 1818-1848--Fiction ; Women authors, English--19th century--Fiction ; Brontë, Anne, 1820-1849--Fiction ; Brontë family--Fiction ; Brontë, Charlotte, 1816-1855--Fiction",Biographical fiction ; Fiction,English,,
15529492,Monograph,Language material ; Text,Volume,GBB049549,,9780521155618,"Thormählen, Marianne",1949-,person,,"Thormählen, Marianne, 1949- [person]",The Brontës and education,,,,England,Cambridge,Cambridge University Press,2010,,"1 volume, 23 cm",823.8093557,,"Brontë, Emily, 1818-1848--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation ; English fiction--19th century--History and criticism ; Educational equalization--Great Britain--History--19th century ; Brontë, Anne, 1820-1849--Criticism and interpretation ; Education in literature",,English,Originally published: 2007,
15540983,Monograph,Language material ; Text,Volume,GBB055576,,9780486478036,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Dover thrift study edition,,United States of America,"Mineola, New York ; Newton Abbot",David & Charles ; Dover,2010,,"1 volume, 21 cm",823.8,,"Revenge--Fiction ; Triangles (Interpersonal relations)--Fiction ; Yorkshire (England)--Fiction ; Brontë, Emily, 1818-1848",Fiction ; Romance fiction,English,,
15572255,Monograph,Language material ; Text,Volume,GBB070257,,9780758254085,"Gray, Sarah",,person,,"Gray, Sarah [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering bites,Wuthering heights,,,England ; United States of America,Godalming ; New York,Kensington ; Melia,2010,,"1 volume, 21 cm",813.6,,Heathcliff (Fictitious character : Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction ; Vampires--Fiction,Fiction ; Paranormal romance fiction,English,,
15576559,Monograph,Language material ; Text,Volume,GBB151749,,9780007350810,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Collins classics,,England,London,Harper,2010,,"viii, 384 pages, 18 cm",823.8,H.2011/.6033,Foundlings--Fiction ; Yorkshire (England)--Social life and customs--Fiction ; Rejection (Psychology)--Fiction ; Rural families--Fiction ; Triangles (Interpersonal relations)--Fiction,Fiction,English,,
15589502,Monograph,Language material ; Text,Volume,GBB078742,,9781409521372,"Sebag-Montefiore, Mary",,person,author,"Sebag-Montefiore, Mary, author [person] ; Marks, Alan, 1957-, illustrator [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Usborne young reading. Series three,,England,London,Usborne,2010,,"60 pages, colour illustrations, 21 cm",823.92,YK.2011.a.38441,"Yorkshire (England)--Social life and customs--Juvenile fiction ; Heathcliff, (Fictitious character from Brontë)--Juvenile fiction",Children's fiction,English,,
15613612,Monograph,Language material ; Text,Volume,,,9788478390281,"Brontë, Emily",1818-1848,person,author,"Castillo, Rosa, translator [person] ; Brontë, Emily, 1818-1848, author [person]",Poemas,Poems. Selections. Spanish,Colección Torremozas,65 [Colección Torremozas],Spain,Madrid,Torremozas,1990,1st edition,"62 pages, 1 illustration, 21 cm",,YF.2011.a.1319,,,Spanish,Translated from the English,
15618003,Monograph,Language material ; Text,Volume,GBB091986,,9780141195469,"Brontë, Emily",1818-1848,person,author,"Nestor, Pauline, editor [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Penguin classics red,,England,London,Penguin,2010,,"353 pages, 20 cm",823.8,H.2011/.8263,Yorkshire (England)--Social life and customs--Fiction,Fiction,English,This edition originally published: 1995,
15629245,Monograph,Language material ; Text,Volume,GBB097990,,9780230103283,"Torgerson, Beth E. (Beth Ellen)",,person,author,"Torgerson, Beth E. (Beth Ellen), author [person]","Reading the Brontë body : disease, desire and the constraints of culture",,,,England,Basingstoke,Palgrave Macmillan,2010,,"xvi, 180 pages, 22 cm",823.8,YC.2012.a.18621,"Brontë, Emily, 1818-1848--Criticism and interpretation ; Diseases in literature ; Women and literature--England--History--19th century ; Human body in literature ; Literature and medicine--England--History--19th century ; Brontë, Anne, 1820-1849--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation",,English,Originally published: 2005,
15635136,Monograph,Language material ; Text,Volume,GBB0A1810,,9781440506598,"Williamson, Beth",1967-,person,,"Williamson, Beth, 1967- [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering heights,,,,United States of America,"Avon, Massachusetts ; Newton Abbot",Adams Media ; David & Charles,2011,"Wild and Wanton edition, Emily Brontë and Beth Williamson","1 volume, 22 cm",813.6,,Heathcliff (Fictitious character : Brontë)--Fiction,Erotic fiction ; Fiction,English,,
15664753,Monograph,Language material ; Text,Volume,GBB0C0114,,9781906332877,"Wilson, Seán Michael",,person,,"Bryant, Clive [person] ; Wilson, Seán Michael [person] ; Brontë, Emily, 1818-1848 [person] ; Burns, John, 1938- [person]",Wuthering Heights : the graphic novel,Wuthering Heights,,,England,Towcester,Classical Comics,2011,Original text version,"157 pages, chiefly colour illustrations, 25 cm",741.5942,YK.2011.a.32540,"Heathcliff, (Fictitious character from Brontë)--Comic books, strips, etc--Juvenile fiction ; Triangles (Interpersonal relations)--Comic books, strips, etc--Juvenile fiction ; Foundlings--Comic books, strips, etc--Juvenile fiction ; Rejection (Psychology)--Comic books, strips, etc--Juvenile fiction ; Yorkshire (England)--Social life and customs--Comic books, strips, etc--Juvenile fiction",Children's fiction ; Comic or graphic novel ; Novel,English,,
15664754,Monograph,Language material ; Text,Volume,GBB0C0115,,9781906332884,"Wilson, Seán Michael",,person,,"Bryant, Clive [person] ; Wilson, Seán Michael [person] ; Brontë, Emily, 1818-1848 [person] ; Burns, John, 1938- [person]",Wuthering Heights : the graphic novel,Wuthering Heights,,,England,Towcester,Classical Comics,2011,Quick text version,"157 pages, chiefly colour illustrations, 25 cm",741.5942,YK.2011.a.32539,"Heathcliff, (Fictitious character from Brontë)--Comic books, strips, etc--Juvenile fiction ; Triangles (Interpersonal relations)--Comic books, strips, etc--Juvenile fiction ; Foundlings--Comic books, strips, etc--Juvenile fiction ; Rejection (Psychology)--Comic books, strips, etc--Juvenile fiction ; Yorkshire (England)--Social life and customs--Comic books, strips, etc--Juvenile fiction",Children's fiction ; Comic or graphic novel ; Novel,English,,
15709327,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Šuklje, Rapa, translator [person] ; Brontë, Emily, 1818-1848, author [person]",Viharni vrh,Wuthering heights. Slovenian,,,Slovenia,Ljubljana,Cankarjeva založba,1970,,"348 pages, 21 cm",,YF.2012.a.15057,,,Slovenian,,
15744124,Monograph,Language material ; Text,Volume,GBB115615,,9781848421707,"Teale, Polly",,person,author,"Teale, Polly, author [person]",Brontë,,,,England,London,Nick Hern,2011,Revised edition,"xi, 83 pages, 20 cm",822.914,YC.2012.a.77,"Brontë, Emily, 1818-1848--Drama ; Brontë, Anne, 1820-1849--Drama ; Brontë, Charlotte, 1816-1855--Drama ; Women novelists, English--19th century--Drama",Drama,English,Previous edition: 2005,
15748836,Monograph,Language material ; Text,Volume,GBB118276,,9781843175728,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering heights,,,,England,London,Michael O'Mara,2011,New edition,"383 pages, 21 cm",823.8,Nov.2012/1833,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--19th century--Fiction",Fiction,English,,
15761252,Monograph,Language material ; Text,Volume,GBB222273,,9780956311283,"Brontë, Emily",1818-1848,person,author,"Astbury, Anthony, editor [person] ; Brontë, Emily, 1818-1848, author [person]",Poems,Poems. Selections,Greville Press pamphlets,,England,Warwick,Greville,2010,,"33 pages, 20 cm",821.8,YC.2011.a.17180,,,English,,
15781223,Monograph,Language material ; Text,Volume,GBB140886,,9781435129764,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Barnes & Noble leatherbound classics,,England ; United States of America,Lewes ; New York,Barnes & Noble,2011,,"328 pages, 22 cm",823.8,Nov.2012/1929,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
15786150,Monograph,Language material ; Text,Volume,GBB144211,,9781849010863,"Kohler, Sheila",,person,author,"Kohler, Sheila, author [person]",Becoming Jane Eyre,,,,England,London,Corsair,2011,,"234 pages, 20 cm",823.914,H.2012/.6459,"Brontë, Emily, 1818-1848--Fiction ; Women authors, English--19th century--Fiction ; Brontë, Anne, 1820-1849--Fiction ; Brontë family--Fiction ; Brontë, Charlotte, 1816-1855--Fiction",Biographical fiction ; Fiction,English,,
